category,taxon,microgroup,mean_contribution,sd_contribution
Groundwater,Ca. Wildermuthbacteria,CPR,0.0014085414062287175,1.2100705059159869e-4
Groundwater,Ca. Kuenenbacteria,CPR,0.0030064476883802102,2.1629156411987944e-4
Groundwater,Ca. Amesbacteria,CPR,0.007892678523610294,6.216805459364395e-4
Groundwater,Ca. Lokiarchaeota,CPR,0.00311893674328012,0
Groundwater,Ca. Vogelbacteria,CPR,0.00149082883558982,1.5779791088196807e-4
Groundwater,Ca. Raymondbacteria,CPR,0.0020685120075860787,2.637906924712697e-4
Groundwater,Ca. Woykebacteria,CPR,0.001219393688401804,1.254398876848855e-4
Groundwater,Ca. Ryanbacteria,CPR,0.0019283832507498424,2.259910784285679e-4
Groundwater,Balneolota,Bonafide,0.0234216097251837,0
Groundwater,Ca. Adlerbacteria,CPR,0.008565367309032,8.161668413145933e-4
Groundwater,Ca. Margulisbacteria,CPR,0.0026979491070197,0
Groundwater,Ca. Azambacteria,CPR,0.0071292569461710985,8.525711322131384e-4
Groundwater,Ca. Campbellbacteria,CPR,0.005436508636558256,4.5674352526175874e-4
Groundwater,Ca. Firestonebacteria,CPR,0.0038454602174159435,2.6805632386363016e-4
Groundwater,Ca. Beckwithbacteria,CPR,0.00680367808749216,6.42122159746679e-4
Groundwater,Ca. Dadabacteria,CPR,0.004763175315862912,4.514185146870884e-4
Groundwater,Ca. Harrisonbacteria,CPR,0.0033921494936797613,2.998465140325719e-4
Groundwater,Ca. Liptonbacteria,CPR,0.0028797507482375565,2.544023237056268e-4
Groundwater,Ca. Jorgensenbacteria,CPR,0.003227547137575725,2.748688799075185e-4
Groundwater,Ca. Collierbacteria,CPR,0.004966576083810889,4.786409755078707e-4
Groundwater,Ca. Kerfeldbacteria,CPR,0.003138236660971321,2.7157855490831924e-4
Groundwater,Ca. Komeilibacteria,CPR,0.0030691585148276963,2.4738728944317717e-4
Groundwater,Ca. Yonathbacteria,CPR,0.001202345123912165,1.4271591979419523e-4
Groundwater,Ca. Riflebacteria,CPR,0.002050413894789785,2.551786181833126e-4
Groundwater,Ca. Absconditabacteria,CPR,0.00758230591877274,0
Groundwater,Ca. Sungbacteria,CPR,0.0017102429439087438,2.1538523845434848e-4
Groundwater,Ca. Portnoybacteria,CPR,0.0021362302937484724,2.5074086504156594e-4
Groundwater,Ca. Thorarchaeota,CPR,0.00177266652648556,0
Groundwater,Ca. Giovannonibacteria,CPR,0.003766061928140704,3.8501749818922975e-4
Groundwater,Ca. Desantisbacteria,CPR,0.00454294753069455,3.7002030809154364e-4
Groundwater,Ca. Edwardsbacteria,CPR,0.00427615650502601,4.234052264133207e-4
Groundwater,Ca. Lloydbacteria,CPR,0.0029071396995944618,2.0263605371206517e-4
Groundwater,Ca. Shapirobacteria,CPR,0.00180832020484406,2.3513989320796504e-4
Groundwater,Ca. Pacebacteria,CPR,0.0022093741262841776,2.651286942035537e-4
Groundwater,Ca. Lindowbacteria,CPR,0.00247928140238118,0
Groundwater,Ca. Curtissbacteria,CPR,0.004843741870484418,4.7649460755464813e-4
Groundwater,Ca. Wolfebacteria,CPR,0.0012873028344383974,1.4393756179647806e-4
Groundwater,Ca. Coatesbacteria,CPR,0.00470117496653105,7.172034323470977e-4
Groundwater,Ca. Doudnabacteria,CPR,0.004343580970258192,4.035829866495119e-4
Groundwater,Ca. Schekmanbacteria,CPR,0.0018206827689951212,2.3260152501286495e-4
Groundwater,Ca. Zambryskibacteria,CPR,0.0011683615402639663,1.63963758925431e-4
Groundwater,Ca. Berkelbacteria,CPR,0.006674473172910156,6.264125893055335e-4
Groundwater,Calditrichota,Bonafide,0.0206051032861024,0
Groundwater,Ca. Staskawiczbacteria,CPR,0.0017566016071923901,2.2934137350006224e-4
Groundwater,Ca. Glassbacteria,CPR,0.003701787467362745,3.8188110702621155e-4
Groundwater,Ca. Bathyarchaeota,CPR,0.00742242624804967,0
Groundwater,Ca. Woesearchaeota,DPANN,0.00133062694274648,1.3940198883207594e-4
Groundwater,Ca. Buchananbacteria,CPR,0.005698709173170364,4.5903507187221526e-4
Groundwater,Ca. Thermoplasmatota,CPR,0.00144064074179662,0
Groundwater,Aquificota,Bonafide,0.0664188628162954,0
Groundwater,Ca. Taylorbacteria,CPR,0.00166050889396236,2.0389315127263154e-4
Groundwater,Ca. Yanofskybacteria,CPR,0.0012233068197842337,1.3720043067357336e-4
Groundwater,Ca. Tectomicrobia,CPR,0.0016414899588412801,4.57845386561383e-4
Groundwater,Ca. Nealsonbacteria,CPR,0.002411680284361005,2.6735285999595086e-4
Groundwater,Ca. division Zixibacteria,CPR,0.009969503982866827,9.960399545085204e-4
Groundwater,Ca. Daviesbacteria,CPR,0.004709778678300426,4.3016434625975814e-4
Groundwater,Ca. Gottesmanbacteria,CPR,0.003606020170075095,3.624088392517092e-4
Groundwater,Ca. Melainabacteria,CPR,0.002664285950789839,2.17538584454869e-4
Groundwater,Ca. division WWE3,CPR,0.01051655791697218,5.886334337287511e-4
Groundwater,Ca. Levybacteria,CPR,0.002950138172044106,2.2606748774509433e-4
Groundwater,Kiritimatiellota,Bonafide,9.9071748074153e-4,0
Groundwater,Ca. Micrarchaeota,DPANN,0.0026189257345981126,2.200535086786949e-4
Groundwater,Ca. Handelsmanbacteria,CPR,0.0033829740010027382,3.31047572218722e-4
Groundwater,Nitrospinota,Bonafide,6.815390927821213e-4,9.413105546587322e-5
Groundwater,Ca. Moranbacteria,CPR,0.0025180548104900688,2.688918998286019e-4
Groundwater,Ca. Woesebacteria,CPR,0.001332547922096085,1.331429206522212e-4
Groundwater,Ca. Roizmanbacteria,CPR,0.002001094118916095,2.2683848594557592e-4
Groundwater,Ca. Falkowbacteria,CPR,0.0040907042003378025,3.5562826203056405e-4
Groundwater,Ca. Marinimicrobia,CPR,0.00268760643252475,0
Groundwater,Ca. Uhrbacteria,CPR,0.0015466719346517437,1.5952151098091552e-4
Groundwater,Ca. Nomurabacteria,CPR,0.0023295340417340276,2.42105962308346e-4
Groundwater,Coprothermobacterota,Bonafide,0.00109762863559359,0
Groundwater,Ca. Kaiserbacteria,CPR,0.0031740885041968577,2.6061051592496924e-4
Groundwater,Fibrobacterota,Bonafide,8.100288732209e-4,0
Groundwater,Ca. Magasanikbacteria,CPR,0.00277342819101843,2.3516499719234958e-4
Groundwater,Ca. Peregrinibacteria,CPR,0.002161129862575425,2.508096611909648e-4
Groundwater,Ca. division NC10,CPR,0.011644122096287662,8.716489142202555e-4
Groundwater,Atribacterota,Bonafide,0.046962469731126055,0.008305630412110496
Groundwater,Thermoproteota,Bonafide,3.0912260235382e-4,0
Groundwater,Chlorobiota,Bonafide,0.00136497883000009,0
Groundwater,Ca. Cloacimonetes,CPR,0.0058373092790861,0
Groundwater,Armatimonadota,Bonafide,0.05961144632032,0
Groundwater,Lentisphaerota,Bonafide,8.1757132714027e-4,1.286642148546399e-4
Groundwater,Bdellovibrionota,Bonafide,0.0204991783707659,0
Groundwater,Ca. Saccharibacteria,CPR,0.00151359993328448,0
Groundwater,Ca. Aminicenantes,CPR,0.00821305737161482,0
Groundwater,Deferribacterota,Bonafide,9.6745513086549e-4,0
Groundwater,Ignavibacteriota,Bonafide,9.763521773262251e-4,1.0927989005378973e-4
Groundwater,Ca. Omnitrophica,CPR,0.00223934154632256,2.671968584155e-4
Groundwater,Synergistota,Bonafide,4.28018865877615e-4,2.064433246671319e-4
Groundwater,Elusimicrobiota,Bonafide,9.466336468947326e-4,1.3207185564428567e-4
Groundwater,Mycoplasmatota,Bonafide,7.3497510904885e-4,0
Groundwater,Ca. Rokubacteria,CPR,0.00178647652993924,3.1925237057444403e-4
Groundwater,Nitrospirota,Bonafide,5.744636651199967e-4,1.0746160773372059e-4
Groundwater,Thermotogota,Bonafide,3.2882574999848e-4,0
Groundwater,Fusobacteriota,Bonafide,6.5967565184887e-4,0
Groundwater,Spirochaetota,Bonafide,3.9828003951586e-4,6.282697128547238e-5
Groundwater,Chloroflexota,Bonafide,0.0010984358630714,3.447382404490333e-4
Groundwater,Myxococcota,Bonafide,8.1332836035863e-4,0
Groundwater,Acidobacteriota,Bonafide,0.110467984322242,0
Groundwater,Planctomycetota,Bonafide,5.991573349914586e-4,1.0518878833487473e-4
Groundwater,Thermodesulfobacteriota,Bonafide,4.408465524731e-4,1.1288315966970246e-4
Groundwater,Cyanobacteriota,Bonafide,0.00110378815613954,0
Groundwater,Bacteroidota,Bonafide,0.02357629537447245,0.0014387029335079478
Groundwater,Bacillota,Bonafide,0.0252105249375244,1.241417867652171e-4
Groundwater,Actinomycetota,Bonafide,0.07624151511536151,8.502998454549982e-4
Groundwater,Pseudomonadota,Bonafide,4.6890741763949e-4,4.469010254082569e-5
Human Host,Ca. Veblenbacteria,CPR,0.00123472750678577,0
Human Host,Ca. Huberarchaea,DPANN,0.0026825301448953898,1.604956387933719e-4
Human Host,Ca. Brennerbacteria,CPR,0.00487107358726524,3.521822933343373e-4
Human Host,Ca. Aenigmarchaeota,DPANN,0.008375415061135979,0.0019740123781158774
Human Host,Ca. Odinarchaeota,CPR,0.00186748434923256,0
Human Host,Ca. Calescamantes,CPR,0.00345057980950902,0
Human Host,Ca. Jacksonbacteria,CPR,0.00262022393032951,1.7223823544871276e-4
Human Host,Ca. Altiarchaeota,DPANN,0.00538503383759115,0
Human Host,Ca. division CPR1,CPR,0.0148008362970712,0.002314535817410199
Human Host,Ca. division CPR3,CPR,0.011756395664212174,0.0026060145452427843
Human Host,Ca. Microgenomates,CPR,0.0017838991022988675,1.8475999131536882e-4
Human Host,Ca. division WOR-3,CPR,0.0123744476807457,0
Human Host,Ca. Abawacabacteria,CPR,0.008410144307314519,0.0021863514706258937
Human Host,Ca. division CPR2,CPR,0.0123517273741491,0.0012878489466941695
Human Host,Ca. Parcubacteria,CPR,0.00125044308525157,0
Human Host,Nanoarchaeota,DPANN,6.145327853439e-4,1.192857834523122e-4
Human Host,Ca. Ratteibacteria,CPR,0.0015585705977208366,2.868412581020157e-4
Human Host,Ca. Gribaldobacteria,CPR,0.002500572106819225,8.252320277676047e-5
Human Host,Ca. Wirthbacteria,CPR,9.114385757339675e-4,2.840624947762506e-4
Human Host,Ca. Hydrogenedentes,CPR,0.0021774041474064234,1.8873696090743408e-4
Human Host,Ca. Tagabacteria,CPR,0.001430017285628915,7.551443781422024e-5
Human Host,Ca. Niyogibacteria,CPR,0.001887023353973175,3.2907994641350247e-6
Human Host,Ca. Blackburnbacteria,CPR,0.00516623723628196,3.7565843601378477e-4
Human Host,Ca. Delongbacteria,CPR,0.0038197743943956253,6.775102259751359e-5
Human Host,Ca. Andersenbacteria,CPR,0.0057097116338526675,9.880408340890289e-4
Human Host,Ca. Diapherotrites,DPANN,0.003164731749433605,1.2390260156753665e-4
Human Host,Ca. Spechtbacteria,CPR,0.00129314392472751,7.291855054252016e-5
Human Host,Ca. Fraserbacteria,CPR,0.00250364973863992,0
Human Host,Caldisericota,Bonafide,0.015721074065586,0
Human Host,Ca. Colwellbacteria,CPR,0.003524307541700772,9.946778338889863e-5
Human Host,Ca. Fischerbacteria,CPR,0.002893896403492135,0
Human Host,Ca. Sumerlaeota,CPR,0.0011269041308114,3.345220723268326e-4
Human Host,Ca. Terrybacteria,CPR,0.0011055316224578607,1.7082730337911206e-4
Human Host,Ca. Gracilibacteria,CPR,0.00189392299954405,0
Human Host,Ca. Blackallbacteria,CPR,0.004135546316263033,5.483868926282311e-4
Human Host,Ca. Wallbacteria,CPR,9.628816369201662e-4,2.417599722658835e-4
Human Host,Dictyoglomota,Bonafide,7.4395473485999e-4,0
Human Host,Ca. Wildermuthbacteria,CPR,0.0011219674591126374,7.843211309367095e-5
Human Host,Ca. Kuenenbacteria,CPR,0.00213603223014462,5.19110527380752e-4
Human Host,Ca. Amesbacteria,CPR,0.00659473943068604,7.23637024907057e-4
Human Host,Ca. Lokiarchaeota,CPR,0.00210251530895367,0
Human Host,Ca. Vogelbacteria,CPR,0.0011623275636050501,2.7023202201566996e-4
Human Host,Ca. Bipolaricaulota,CPR,0.00435458462736173,9.623603969530386e-4
Human Host,Ca. Raymondbacteria,CPR,0.0013147189849286667,2.777274038765534e-4
Human Host,Ca. Woykebacteria,CPR,0.0010245112426221774,1.0266499094914359e-4
Human Host,Ca. Ryanbacteria,CPR,0.00136499986633415,8.077355602753292e-5
Human Host,Balneolota,Bonafide,0.024232358142285026,0.004576240157879972
Human Host,Ca. Adlerbacteria,CPR,0.00868899424655573,0.001774973471141893
Human Host,Ca. Margulisbacteria,CPR,0.0018210409222657,0
Human Host,Ca. Azambacteria,CPR,0.006417048684854875,8.820421991747841e-4
Human Host,Ca. Campbellbacteria,CPR,0.00396867820028482,4.0919546044598847e-4
Human Host,Ca. Firestonebacteria,CPR,0.00294599684457275,6.214218899641341e-5
Human Host,Ca. Heimdallarchaeota,CPR,0.0023068548553008,0
Human Host,Ca. Beckwithbacteria,CPR,0.005160187512718101,3.2846154820343376e-4
Human Host,Ca. Dadabacteria,CPR,0.002671463595834255,9.974452183193236e-4
Human Host,Ca. Harrisonbacteria,CPR,0.0022708369502664203,5.772510646581926e-4
Human Host,Ca. Liptonbacteria,CPR,0.0016804862937117766,4.510478268457115e-4
Human Host,Ca. Jorgensenbacteria,CPR,0.0020011385113717075,1.9572772610244895e-4
Human Host,Ca. Collierbacteria,CPR,0.0035837802961021553,7.685134391905028e-5
Human Host,Ca. Kerfeldbacteria,CPR,0.0021723366340843627,1.737610794679966e-4
Human Host,Chrysiogenota,Bonafide,7.6634605809511e-4,2.1015960380804953e-4
Human Host,Ca. Komeilibacteria,CPR,0.001881207344335816,3.842073882367907e-4
Human Host,Ca. Yonathbacteria,CPR,0.0010704668286682351,1.229482100505542e-4
Human Host,Ca. Riflebacteria,CPR,0.0013807690954856775,8.246958385811385e-5
Human Host,Ca. Absconditabacteria,CPR,0.008711927661721271,0.0013780499710466
Human Host,Ca. Sungbacteria,CPR,0.00112793684351986,2.6350416574709835e-4
Human Host,Ca. Portnoybacteria,CPR,0.0014885965053804124,3.8898177711873204e-5
Human Host,Ca. Thorarchaeota,CPR,0.00141967388471975,0
Human Host,Ca. Giovannonibacteria,CPR,0.0029149286934939704,7.399216406500132e-5
Human Host,Ca. Desantisbacteria,CPR,0.0030367150955133066,6.928353437403093e-4
Human Host,Ca. Edwardsbacteria,CPR,0.002485802348046835,7.910411148205413e-4
Human Host,Ca. Lloydbacteria,CPR,0.001840311279503955,0
Human Host,Ca. Shapirobacteria,CPR,0.0012478872103218366,2.5700819806926496e-4
Human Host,Ca. Pacebacteria,CPR,0.0014460754579885085,3.133809763010996e-4
Human Host,Ca. Lindowbacteria,CPR,0.0015907389186832612,6.580921843868823e-4
Human Host,Ca. Curtissbacteria,CPR,0.00348894670678104,3.241192630529075e-5
Human Host,Ca. Wolfebacteria,CPR,0.0010457846908694401,1.0589231780342094e-4
Human Host,Ca. Coatesbacteria,CPR,0.0033653063026912724,7.58899974361978e-5
Human Host,Ca. Doudnabacteria,CPR,0.0026363239340803646,5.905756127130061e-4
Human Host,Ca. Schekmanbacteria,CPR,0.0013333286559050498,1.2107186706709616e-4
Human Host,Ca. Zambryskibacteria,CPR,9.227882061726674e-4,1.7280293176755588e-4
Human Host,Ca. Berkelbacteria,CPR,0.0049378895826953945,1.2657569092634318e-4
Human Host,Calditrichota,Bonafide,0.01978249178001075,0.003042245651547325
Human Host,Ca. Staskawiczbacteria,CPR,0.0012822070554273902,8.557895908596231e-5
Human Host,Ca. Glassbacteria,CPR,0.0022941459510653077,4.347456240784507e-5
Human Host,Ca. Bathyarchaeota,CPR,0.00686225438631105,0
Human Host,Ca. Woesearchaeota,DPANN,0.00108279015746984,1.0170561712864847e-4
Human Host,Ca. Buchananbacteria,CPR,0.004124875177512422,4.128658774253868e-4
Human Host,Ca. Thermoplasmatota,CPR,0.00106824634264413,4.0248672671280424e-5
Human Host,Aquificota,Bonafide,0.08613812861778519,0
Human Host,Ca. Taylorbacteria,CPR,0.00123940690329146,2.753534158243958e-4
Human Host,Ca. Yanofskybacteria,CPR,9.366982642045232e-4,2.0629818376769152e-4
Human Host,Ca. Tectomicrobia,CPR,9.91428829926527e-4,2.8044768817459627e-4
Human Host,Ca. Nealsonbacteria,CPR,0.0016192564535637,7.118818406129724e-6
Human Host,Ca. division Zixibacteria,CPR,0.010120894637343772,0.001542260178199533
Human Host,Ca. Daviesbacteria,CPR,0.00315083203540112,7.562140440176319e-4
Human Host,Ca. Gottesmanbacteria,CPR,0.0024079962189511766,5.608453198393206e-4
Human Host,Ca. Melainabacteria,CPR,0.0018944142174782152,0
Human Host,Ca. division WWE3,CPR,0.009629352706033831,6.452727970376529e-4
Human Host,Ca. Levybacteria,CPR,0.0019269691223168248,5.106510410358563e-4
Human Host,Kiritimatiellota,Bonafide,4.896797111857933e-4,2.448572854621405e-4
Human Host,Ca. Micrarchaeota,DPANN,0.0016720822225769225,1.6297074118687196e-4
Human Host,Ca. Handelsmanbacteria,CPR,0.001799970122796922,6.665224432234752e-4
Human Host,Nitrospinota,Bonafide,4.3889872685228166e-4,1.1878556231180031e-4
Human Host,Ca. Moranbacteria,CPR,0.0015526211627961057,2.3232255304667538e-4
Human Host,Ca. Woesebacteria,CPR,9.94303536988035e-4,3.05629374285177e-4
Human Host,Ca. Roizmanbacteria,CPR,0.0013284284293891848,2.0351257573300385e-4
Human Host,Ca. Falkowbacteria,CPR,0.0027492656096521468,7.711602855414129e-4
Human Host,Ca. Eisenbacteria,CPR,0.002165271809758027,8.984299408165497e-4
Human Host,Ca. Marinimicrobia,CPR,0.00157194168563657,0
Human Host,Ca. Uhrbacteria,CPR,0.0010316892801486375,1.7241144544344046e-4
Human Host,Ca. Nomurabacteria,CPR,0.0015870781218843,2.7755276817041834e-5
Human Host,Coprothermobacterota,Bonafide,6.7782316627917e-4,0
Human Host,Ca. Kaiserbacteria,CPR,0.0017421592818066334,8.205334205968342e-4
Human Host,Fibrobacterota,Bonafide,7.1388328111754e-4,0
Human Host,Ca. Magasanikbacteria,CPR,0.001941562702325345,1.3357014745118506e-4
Human Host,Ca. Peregrinibacteria,CPR,0.0014725216868119726,4.5580832665490215e-5
Human Host,Ca. division NC10,CPR,0.014017316125876884,0.0017000236806757622
Human Host,Chlamydiota,Bonafide,8.81312905791545e-4,2.626503147017385e-4
Human Host,Atribacterota,Bonafide,0.03657031350691575,0.002944377855878859
Human Host,Thermoproteota,Bonafide,2.2413410477578e-4,2.1112463587817636e-6
Human Host,Chlorobiota,Bonafide,7.78275855211615e-4,2.280589921278857e-4
Human Host,Ca. Cloacimonetes,CPR,0.00292613863824098,0
Human Host,Armatimonadota,Bonafide,0.07293744775083591,0.014356540935895251
Human Host,Lentisphaerota,Bonafide,5.039206843049325e-4,1.6813337143165214e-4
Human Host,Bdellovibrionota,Bonafide,0.020213527681774097,0
Human Host,Ca. Saccharibacteria,CPR,0.001185649732081196,2.1675169753394873e-4
Human Host,Ca. Aminicenantes,CPR,0.006375151467600775,0.001606063827938188
Human Host,Thermomicrobiota,Bonafide,1.8637060046633e-4,0
Human Host,Deferribacterota,Bonafide,7.7826791019541e-4,0
Human Host,Ignavibacteriota,Bonafide,6.441828011182725e-4,2.3997115390820862e-4
Human Host,Ca. Omnitrophica,CPR,0.0013215673027475025,4.5062111087426e-4
Human Host,Synergistota,Bonafide,2.8906089227955e-4,8.082063968665526e-5
Human Host,Elusimicrobiota,Bonafide,5.62388447510569e-4,1.928489019084869e-4
Human Host,Mycoplasmatota,Bonafide,5.9158617333404e-4,7.099316242997029e-5
Human Host,Ca. Rokubacteria,CPR,0.001165157101276655,3.974786027926117e-4
Human Host,Gemmatimonadota,Bonafide,5.2545627774667e-4,2.473918076610337e-4
Human Host,Deinococcota,Bonafide,6.071951128153676e-4,3.777604648080793e-4
Human Host,Nitrososphaerota,Bonafide,6.366592337742e-4,0
Human Host,Nitrospirota,Bonafide,3.4275445092074125e-4,1.1629592633204076e-4
Human Host,Thermotogota,Bonafide,1.8163804083082e-4,0
Human Host,Fusobacteriota,Bonafide,6.003175643688693e-4,1.5381733368556e-4
Human Host,Spirochaetota,Bonafide,3.2233137114534897e-4,8.719281032317246e-5
Human Host,Chloroflexota,Bonafide,6.69425608181249e-4,2.0538039668925262e-4
Human Host,Verrucomicrobiota,Bonafide,1.0713978656893423e-4,6.190770792851639e-5
Human Host,Campylobacterota,Bonafide,0.016515952044039574,3.3986668642638595e-5
Human Host,Myxococcota,Bonafide,4.1023331601877124e-4,1.666954127890313e-4
Human Host,Acidobacteriota,Bonafide,0.13724063544487633,0.024703756563418784
Human Host,Euryarchaeota,Bonafide,5.8396148462602e-4,0
Human Host,Planctomycetota,Bonafide,3.1799409636948297e-4,1.1749453155084942e-4
Human Host,Thermodesulfobacteriota,Bonafide,3.62736272802365e-4,1.3775659509024967e-4
Human Host,Cyanobacteriota,Bonafide,7.8271145335806e-4,0
Human Host,Bacteroidota,Bonafide,0.026910454452194102,0.004721211831315543
Human Host,Bacillota,Bonafide,0.031124162651319776,0.0037606555881723753
Human Host,Actinomycetota,Bonafide,0.12770180946652568,0.01339014172612163
Human Host,Pseudomonadota,Bonafide,3.550781083831473e-4,1.0180038811824453e-4
Plant Host,Ca. Veblenbacteria,CPR,0.00161010409452622,0
Plant Host,Ca. Huberarchaea,DPANN,0.003275315371905065,0
Plant Host,Ca. Korarchaeota,CPR,0.00203811412924848,0
Plant Host,Ca. Brennerbacteria,CPR,0.00604905949440104,0
Plant Host,Ca. Aenigmarchaeota,DPANN,0.00874187801733678,0
Plant Host,Ca. Odinarchaeota,CPR,0.00196530590931615,4.709545561264029e-4
Plant Host,Ca. Calescamantes,CPR,0.00397111112295878,0
Plant Host,Ca. Jacksonbacteria,CPR,0.00329705791841184,0
Plant Host,Ca. Altiarchaeota,DPANN,0.00628831277492747,0
Plant Host,Ca. division CPR1,CPR,0.015157321173235351,0
Plant Host,Ca. division CPR3,CPR,0.01371221213897905,1.1398296960291598e-5
Plant Host,Ca. Microgenomates,CPR,0.002191489567020085,0
Plant Host,Ca. division WOR-3,CPR,0.0132294481230814,0
Plant Host,Ca. Abawacabacteria,CPR,0.0107100681724713,0
Plant Host,Ca. division CPR2,CPR,0.01444549972761025,6.151934276196117e-4
Plant Host,Ca. Parcubacteria,CPR,0.00149013604628556,0
Plant Host,Nanoarchaeota,DPANN,7.97344053246185e-4,1.0977496495066388e-4
Plant Host,Ca. Ratteibacteria,CPR,0.002162874051761185,0
Plant Host,Ca. Gribaldobacteria,CPR,0.00308434061222956,0
Plant Host,Ca. Wirthbacteria,CPR,0.00158111952225426,0
Plant Host,Ca. Hydrogenedentes,CPR,0.00323378094106075,0
Plant Host,Ca. Tagabacteria,CPR,0.0015725982998861885,3.6233811614548497e-4
Plant Host,Ca. Niyogibacteria,CPR,0.00236815491973064,0
Plant Host,Ca. Blackburnbacteria,CPR,0.005441786389374592,9.414204633670274e-4
Plant Host,Ca. Delongbacteria,CPR,0.00478563818860878,0
Plant Host,Ca. Andersenbacteria,CPR,0.007045516363047595,0.001627906050531664
Plant Host,Ca. Diapherotrites,DPANN,0.003813214589064915,0
Plant Host,Ca. Spechtbacteria,CPR,0.0017406828187560577,0.00045838438550447784
Plant Host,Ca. Fraserbacteria,CPR,0.00371995933439184,0
Plant Host,Caldisericota,Bonafide,0.0207700924390243,0
Plant Host,Ca. Colwellbacteria,CPR,0.004559890209122977,7.724815587720553e-4
Plant Host,Ca. Fischerbacteria,CPR,0.00390799931908947,0
Plant Host,Ca. Sumerlaeota,CPR,0.00151852669867153,5.226505693448735e-4
Plant Host,Ca. Terrybacteria,CPR,0.00169345326617332,0
Plant Host,Ca. Gracilibacteria,CPR,0.0026986686087213017,7.211715282221625e-4
Plant Host,Ca. Blackallbacteria,CPR,0.0051433908758885,0.0011820594414221292
Plant Host,Ca. Wallbacteria,CPR,0.00119534508503255,0
Plant Host,Dictyoglomota,Bonafide,0.00100301460839003,0
Plant Host,Ca. Wildermuthbacteria,CPR,0.0015374119216702798,0
Plant Host,Ca. Kuenenbacteria,CPR,0.0026389379075131276,8.83592026501685e-4
Plant Host,Ca. Amesbacteria,CPR,0.008140128510187914,0
Plant Host,Ca. Lokiarchaeota,CPR,0.00257586187465564,0
Plant Host,Ca. Vogelbacteria,CPR,0.0013829673894925616,4.022860073399643e-4
Plant Host,Ca. Bipolaricaulota,CPR,0.00601938560857096,0
Plant Host,Ca. Raymondbacteria,CPR,0.0021338519587180103,0
Plant Host,Ca. Woykebacteria,CPR,0.0012981875847134774,2.459521418254271e-4
Plant Host,Ca. Ryanbacteria,CPR,0.002003580528962875,0
Plant Host,Balneolota,Bonafide,0.0287853241479585,0
Plant Host,Ca. Adlerbacteria,CPR,0.00964811259549873,0
Plant Host,Ca. Margulisbacteria,CPR,0.00180120510493398,0
Plant Host,Ca. Azambacteria,CPR,0.00745938005103375,0
Plant Host,Ca. Campbellbacteria,CPR,0.00517364408553908,8.987883152276874e-4
Plant Host,Ca. Firestonebacteria,CPR,0.0035676957921330268,7.977699148108334e-4
Plant Host,Ca. Heimdallarchaeota,CPR,0.0028184970421547004,5.027346693668266e-4
Plant Host,Ca. Beckwithbacteria,CPR,0.006850886815542245,0
Plant Host,Ca. Dadabacteria,CPR,0.00475478537113405,0
Plant Host,Ca. Harrisonbacteria,CPR,0.0031896284580026375,4.55383490516695e-4
Plant Host,Ca. Liptonbacteria,CPR,0.0024026952031085567,6.430807959884646e-4
Plant Host,Ca. Jorgensenbacteria,CPR,0.003206891610423755,0
Plant Host,Ca. Collierbacteria,CPR,0.00507110921955933,0
Plant Host,Ca. Kerfeldbacteria,CPR,0.00292486432292141,5.86210401431059e-4
Plant Host,Chrysiogenota,Bonafide,0.00134480256824376,0
