category,taxon,microgroup,mean_contribution,sd_contribution
Plant Host,Ca. Komeilibacteria,CPR,0.003045843400970585,0
Plant Host,Ca. Yonathbacteria,CPR,0.00118898221941632,0
Plant Host,Ca. Riflebacteria,CPR,0.002086406809865605,0
Plant Host,Ca. Absconditabacteria,CPR,0.00814907234995691,5.928294298630638e-4
Plant Host,Ca. Sungbacteria,CPR,0.0018044697603537,0
Plant Host,Ca. Portnoybacteria,CPR,0.002191177335936875,0
Plant Host,Ca. Thorarchaeota,CPR,0.00168709545699441,0
Plant Host,Ca. Giovannonibacteria,CPR,0.003722308285970755,0
Plant Host,Ca. Desantisbacteria,CPR,0.0045850066932264805,0
Plant Host,Ca. Edwardsbacteria,CPR,0.004276477932063705,0
Plant Host,Ca. Shapirobacteria,CPR,0.00191893582114355,0
Plant Host,Ca. Pacebacteria,CPR,0.0020926337634132024,5.28235077652033e-4
Plant Host,Ca. Lindowbacteria,CPR,0.0019561249264777028,5.2902741821171e-4
Plant Host,Ca. Curtissbacteria,CPR,0.0043536421510707414,7.535003076447516e-4
Plant Host,Ca. Wolfebacteria,CPR,0.001405016715973095,0
Plant Host,Ca. Coatesbacteria,CPR,0.004903209101074,0
Plant Host,Ca. Doudnabacteria,CPR,0.0038767483452112053,0.0012048222011363278
Plant Host,Ca. Schekmanbacteria,CPR,0.0017570760667981501,4.76167236847729e-4
Plant Host,Ca. Zambryskibacteria,CPR,0.001285558569862455,0
Plant Host,Ca. Berkelbacteria,CPR,0.0055669053281365306,0
Plant Host,Calditrichota,Bonafide,0.0221324206166482,0
Plant Host,Ca. Staskawiczbacteria,CPR,0.0018087479942398,0
Plant Host,Ca. Glassbacteria,CPR,0.00353266859902163,0
Plant Host,Ca. Bathyarchaeota,CPR,0.00713190006120401,0
Plant Host,Ca. Woesearchaeota,DPANN,0.001463230016887365,0
Plant Host,Ca. Buchananbacteria,CPR,0.005334228206383325,0.0010468579650254846
Plant Host,Ca. Thermoplasmatota,CPR,0.00108061785753044,0
Plant Host,Aquificota,Bonafide,0.0708401325984669,0.022947973314651628
Plant Host,Ca. Taylorbacteria,CPR,0.0013767234047566976,3.7442315285439063e-4
Plant Host,Ca. Yanofskybacteria,CPR,0.00117226650191467,3.423902292602087e-4
Plant Host,Ca. Tectomicrobia,CPR,0.0012704274736110566,4.4731253941336803e-4
Plant Host,Ca. Nealsonbacteria,CPR,0.002462471124366595,0
Plant Host,Ca. division Zixibacteria,CPR,0.0110284586079927,0
Plant Host,Ca. Daviesbacteria,CPR,0.0035402591601011585,7.747667700956154e-4
Plant Host,Ca. Gottesmanbacteria,CPR,0.0030547670793617168,7.720067459586311e-4
Plant Host,Ca. Melainabacteria,CPR,0.002255575977691885,0
Plant Host,Ca. division WWE3,CPR,0.011030446843856484,6.056931438159038e-4
Plant Host,Ca. Levybacteria,CPR,0.0024956671097032647,5.861176241760373e-4
Plant Host,Kiritimatiellota,Bonafide,0.0011660519602873,0
Plant Host,Ca. Micrarchaeota,DPANN,0.00272023404277022,0
Plant Host,Ca. Handelsmanbacteria,CPR,0.0030329064515722277,0.001018857856255008
Plant Host,Nitrospinota,Bonafide,7.832652274972749e-4,0
Plant Host,Ca. Moranbacteria,CPR,0.00248426397311857,0
Plant Host,Ca. Woesebacteria,CPR,0.0011718253974631336,2.5183879952317704e-4
Plant Host,Ca. Roizmanbacteria,CPR,0.001742728426388271,4.2467764077652606e-4
Plant Host,Ca. Falkowbacteria,CPR,0.004142534122880626,0
Plant Host,Ca. Eisenbacteria,CPR,0.00270619202435876,4.7230932461230597e-4
Plant Host,Ca. Marinimicrobia,CPR,0.00177906567287556,0
Plant Host,Ca. Uhrbacteria,CPR,0.001463339421493235,5.228624323704673e-4
Plant Host,Ca. Nomurabacteria,CPR,0.00234369632192044,0
Plant Host,Coprothermobacterota,Bonafide,0.00089966459034706995,0
Plant Host,Ca. Kaiserbacteria,CPR,0.00316194658750518,0
Plant Host,Fibrobacterota,Bonafide,7.412030838777e-4,0
Plant Host,Ca. Magasanikbacteria,CPR,0.002517311459138195,4.992930675063743e-4
Plant Host,Ca. Peregrinibacteria,CPR,0.0022250371893312547,0
Plant Host,Ca. division NC10,CPR,0.01288389329257585,0
Plant Host,Chlamydiota,Bonafide,9.0839732256683e-4,1.7608414227105655e-4
Plant Host,Atribacterota,Bonafide,0.0528022220407596,0
Plant Host,Thermoproteota,Bonafide,2.5020303149858e-4,0
Plant Host,Chlorobiota,Bonafide,0.0013776171572929,0
Plant Host,Ca. Cloacimonetes,CPR,0.00424995813923645,0
Plant Host,Armatimonadota,Bonafide,0.0826034518486419,0.02195189114225216
Plant Host,Lentisphaerota,Bonafide,9.59649429989105e-4,0
Plant Host,Bdellovibrionota,Bonafide,0.022272173682746,0
Plant Host,Ca. Saccharibacteria,CPR,0.00100045594447329,0
Plant Host,Ca. Aminicenantes,CPR,0.00809714189362654,0
Plant Host,Thermomicrobiota,Bonafide,3.8838562981591e-4,0
Plant Host,Deferribacterota,Bonafide,8.1062586556013e-4,0
Plant Host,Ignavibacteriota,Bonafide,9.8078338205748e-4,3.063340474475723e-4
Plant Host,Ca. Omnitrophica,CPR,0.002311799262744605,0
Plant Host,Synergistota,Bonafide,3.1576628343820497e-4,1.2200250766341574e-4
Plant Host,Elusimicrobiota,Bonafide,9.269239167573275e-4,4.239779521188371e-4
Plant Host,Mycoplasmatota,Bonafide,6.89253965011455e-4,1.2575319609345692e-4
Plant Host,Ca. Rokubacteria,CPR,0.001480276235902159,3.1444101067260293e-4
Plant Host,Gemmatimonadota,Bonafide,7.772754938944987e-4,1.5477375816391016e-4
Plant Host,Nitrososphaerota,Bonafide,8.8421487576717e-4,0
Plant Host,Nitrospirota,Bonafide,6.79652515521095e-4,1.7732929452911675e-4
Plant Host,Thermotogota,Bonafide,2.5527071983744e-4,0
Plant Host,Fusobacteriota,Bonafide,6.4778723433017e-4,1.1673339529284427e-4
Plant Host,Spirochaetota,Bonafide,3.5079749076688e-4,5.730336118842878e-5
Plant Host,Chloroflexota,Bonafide,0.0010084778624759668,3.2207583831269623e-4
Plant Host,Verrucomicrobiota,Bonafide,1.7614302476876e-4,0
Plant Host,Campylobacterota,Bonafide,0.01589241368452935,6.506517443717925e-4
Plant Host,Myxococcota,Bonafide,6.713294311230049e-4,1.460890616015716e-4
Plant Host,Acidobacteriota,Bonafide,0.11496610407790525,0.026442848558930584
Plant Host,Planctomycetota,Bonafide,0.00056655029136884005,2.7827381345371194e-4
Plant Host,Thermodesulfobacteriota,Bonafide,5.40515445804075e-4,0
Plant Host,Cyanobacteriota,Bonafide,0.00103641185471826,0
Plant Host,Bacteroidota,Bonafide,0.0246177868721145,0.0020875290630415788
Plant Host,Bacillota,Bonafide,0.03232118698854086,0.0021002369801682266
Plant Host,Actinomycetota,Bonafide,0.0952392771846117,0.01636089162357552
Plant Host,Pseudomonadota,Bonafide,3.95081048001175e-4,7.644493783254272e-5
Saline Water,Ca. Veblenbacteria,CPR,0.00143898207113813,2.029758033252625e-4
Saline Water,Ca. Huberarchaea,DPANN,0.00255123729265394,6.436711675208756e-4
Saline Water,Ca. Korarchaeota,CPR,0.0019030548844113926,1.0638689019163118e-5
Saline Water,Ca. Brennerbacteria,CPR,0.0049822235295317405,0.0012493061564987516
Saline Water,Ca. Aenigmarchaeota,DPANN,0.008884463100331249,0.0011235113467323713
Saline Water,Ca. Odinarchaeota,CPR,0.0015781580598362268,1.3623305709647876e-4
Saline Water,Ca. Calescamantes,CPR,0.00360174913349124,2.972151893829446e-4
Saline Water,Ca. Jacksonbacteria,CPR,0.0025605698209833667,6.179479156355251e-4
Saline Water,Ca. Altiarchaeota,DPANN,0.007056334947742262,0.0012611857004590605
Saline Water,Ca. division CPR1,CPR,0.0160736079592632,0.0024136988572504314
Saline Water,Ca. division CPR3,CPR,0.013833756950872217,0.002676138393030308
Saline Water,Ca. Microgenomates,CPR,0.0018329958751363276,5.314619052048955e-4
Saline Water,Ca. division WOR-3,CPR,0.0136215407176415,0
Saline Water,Ca. Abawacabacteria,CPR,0.0069575835622665005,6.501136432064744e-4
Saline Water,Ca. division CPR2,CPR,0.01287305453072128,0.002161527796707044
Saline Water,Ca. Parcubacteria,CPR,0.0013491332406034688,1.0013394330057265e-4
Saline Water,Nanoarchaeota,DPANN,7.650272176856134e-4,1.973484627220135e-5
Saline Water,Ca. Ratteibacteria,CPR,0.001837828045362535,3.8036006711495503e-4
Saline Water,Ca. Gribaldobacteria,CPR,0.002347261017764609,5.39498905839283e-4
Saline Water,Ca. Wirthbacteria,CPR,0.00113342036518188,0
Saline Water,Ca. Hydrogenedentes,CPR,0.0023789498948926235,7.916097076750635e-4
Saline Water,Ca. Tagabacteria,CPR,0.00147615511466598,2.9817668463590357e-4
Saline Water,Ca. Niyogibacteria,CPR,0.00199687429163897,4.3119204627930466e-4
Saline Water,Ca. Blackburnbacteria,CPR,0.005003914490691095,0.0010921277812096968
Saline Water,Ca. Delongbacteria,CPR,0.00454863205841993,0
Saline Water,Ca. Andersenbacteria,CPR,0.0055495671661486,0.0011380096816772632
Saline Water,Ca. Diapherotrites,DPANN,0.002839563081834098,6.845922584435811e-4
Saline Water,Ca. Spechtbacteria,CPR,0.001331429640397476,2.886355863471937e-4
Saline Water,Ca. Fraserbacteria,CPR,0.00255479452361812,0
Saline Water,Caldisericota,Bonafide,0.019065745832288726,0.004635604261177768
Saline Water,Ca. Colwellbacteria,CPR,0.003471503693781798,7.842767505013026e-4
Saline Water,Ca. Fischerbacteria,CPR,0.00268575361712764,2.6389117953717065e-4
Saline Water,Ca. Sumerlaeota,CPR,0.0012050547812609276,1.395156654751395e-4
Saline Water,Ca. Terrybacteria,CPR,0.001347398197861615,4.1910732812078846e-4
Saline Water,Ca. Gracilibacteria,CPR,0.00259489457008499,0
Saline Water,Ca. Chisholmbacteria,CPR,0.00514252571728535,0
Saline Water,Ca. Blackallbacteria,CPR,0.00412442116730353,2.577402975838842e-4
Saline Water,Ca. Wallbacteria,CPR,0.0012293736385468024,2.0321373266182275e-4
Saline Water,Dictyoglomota,Bonafide,8.898906446045008e-4,1.1206059900354473e-4
Saline Water,Ca. Wildermuthbacteria,CPR,0.0012340376303221498,3.599589450961163e-4
Saline Water,Ca. Kuenenbacteria,CPR,0.0030344064654968,0
Saline Water,Ca. Amesbacteria,CPR,0.0065311400927741655,0.0020083871551760803
Saline Water,Ca. Lokiarchaeota,CPR,0.00194786822454174,0
Saline Water,Ca. Vogelbacteria,CPR,0.00156884931073475,0
Saline Water,Ca. Bipolaricaulota,CPR,0.004790651826776708,0.0011585879978375478
Saline Water,Ca. Raymondbacteria,CPR,0.00182720062437597,3.934971262915861e-4
Saline Water,Ca. Woykebacteria,CPR,0.00109999878307685,1.7751446165199052e-4
Saline Water,Ca. Ryanbacteria,CPR,0.0015731720190161349,6.018039321774655e-4
Saline Water,Balneolota,Bonafide,0.01791652001741275,0.0011505019813821092
Saline Water,Ca. Adlerbacteria,CPR,0.00898958056023147,9.853136131208911e-4
Saline Water,Ca. Margulisbacteria,CPR,0.001678311007226739,4.709012752526985e-4
Saline Water,Ca. Azambacteria,CPR,0.006985241682641805,8.920847345169672e-5
Saline Water,Ca. Campbellbacteria,CPR,0.003660182278713728,7.710918636191164e-4
Saline Water,Ca. Firestonebacteria,CPR,0.0030562376963055833,7.582911186965898e-4
Saline Water,Ca. Heimdallarchaeota,CPR,0.002123005591948891,1.9130120255826734e-4
Saline Water,Ca. Beckwithbacteria,CPR,0.005255138491949877,0.0013118271659999293
Saline Water,Ca. Dadabacteria,CPR,0.00427899052046715,5.349797475121241e-4
Saline Water,Ca. Harrisonbacteria,CPR,0.00247398666663594,5.24142345398503e-4
Saline Water,Ca. Liptonbacteria,CPR,0.002428226823643855,6.525181783189819e-4
Saline Water,Ca. Jorgensenbacteria,CPR,0.002689103897720705,7.716936024440948e-4
Saline Water,Ca. Collierbacteria,CPR,0.004024111046246115,0.001257389455037516
Saline Water,Ca. Kerfeldbacteria,CPR,0.002217244460972515,6.255941907835557e-4
Saline Water,Chrysiogenota,Bonafide,9.469026900600367e-4,1.2250076966673618e-4
Saline Water,Ca. Komeilibacteria,CPR,0.00241866340722141,8.997673476895149e-4
Saline Water,Ca. Yonathbacteria,CPR,0.00131266823592469,0
Saline Water,Ca. Riflebacteria,CPR,0.001818600315651345,4.037772874580329e-4
Saline Water,Ca. Absconditabacteria,CPR,0.0072129173919580234,9.283746275641696e-4
Saline Water,Ca. Sungbacteria,CPR,0.00152007417440436,2.4114890261188755e-4
Saline Water,Ca. Portnoybacteria,CPR,0.001680731021398265,6.228519467182049e-4
Saline Water,Ca. Thorarchaeota,CPR,0.00131002867995311,0
Saline Water,Ca. Giovannonibacteria,CPR,0.00368938341713021,0
Saline Water,Ca. Desantisbacteria,CPR,0.00331572342082683,0.0010220758628735449
Saline Water,Ca. Edwardsbacteria,CPR,0.00355321668991554,7.710214684587475e-4
Saline Water,Ca. Lloydbacteria,CPR,0.00219163590207266,8.253448431525844e-4
Saline Water,Ca. Shapirobacteria,CPR,0.0015133409335038599,5.574444504162804e-4
Saline Water,Ca. Pacebacteria,CPR,0.001556889010511186,3.7669383780340103e-4
Saline Water,Ca. Lindowbacteria,CPR,0.001828077591411845,0
Saline Water,Ca. Curtissbacteria,CPR,0.003204157182844068,7.750760463303174e-4
Saline Water,Ca. Wolfebacteria,CPR,0.0011701967034167251,3.558430303668286e-4
Saline Water,Ca. Coatesbacteria,CPR,0.00380992782235751,0
Saline Water,Ca. Doudnabacteria,CPR,0.0034888274260552747,0.0010643289298453312
Saline Water,Ca. Schekmanbacteria,CPR,0.00140955852757732,3.6214720823416597e-4
Saline Water,Ca. Zambryskibacteria,CPR,0.00104726581136316,2.888283346084894e-4
Saline Water,Ca. Berkelbacteria,CPR,0.004892241887447345,9.922958959501125e-4
Saline Water,Calditrichota,Bonafide,0.0288054053443555,0
Saline Water,Ca. Staskawiczbacteria,CPR,0.0013544516716635167,3.36639943944966e-4
Saline Water,Ca. Glassbacteria,CPR,0.00263148185201528,7.662702621228066e-4
Saline Water,Ca. Bathyarchaeota,CPR,0.00690630434927053,0
Saline Water,Ca. Woesearchaeota,DPANN,0.0012108675754512633,2.5155737871254496e-4
Saline Water,Ca. Buchananbacteria,CPR,0.00446254819088543,0.001425834749256738
Saline Water,Ca. Thermoplasmatota,CPR,0.001088526330081055,6.89289059493357e-5
Saline Water,Aquificota,Bonafide,0.0931343377118119,0.0162594035621511
Saline Water,Ca. Taylorbacteria,CPR,0.0014648658618648899,2.982642854988255e-4
Saline Water,Ca. Yanofskybacteria,CPR,0.0011053644175553366,2.2470491146362224e-4
Saline Water,Ca. Tectomicrobia,CPR,0.0012242181838630901,0
Saline Water,Ca. Nealsonbacteria,CPR,0.0017640981830860567,5.202518884682809e-4
Saline Water,Ca. division Zixibacteria,CPR,0.01037538346231638,0.002962902403404186
Saline Water,Ca. Daviesbacteria,CPR,0.003487180603426677,9.867343514112774e-4
Saline Water,Ca. Gottesmanbacteria,CPR,0.002891803815588125,8.907924865670887e-4
Saline Water,Ca. Melainabacteria,CPR,0.001640526223642149,4.731772748891641e-4
Saline Water,Ca. division WWE3,CPR,0.010152136305604617,0.002310731891065851
Saline Water,Ca. Levybacteria,CPR,0.002048092174072646,5.139002854441353e-4
Saline Water,Kiritimatiellota,Bonafide,8.9793601905008e-4,0
Saline Water,Ca. Micrarchaeota,DPANN,0.00207331215824563,8.192962696038441e-4
Saline Water,Ca. Handelsmanbacteria,CPR,0.0024944697274060525,7.266755655017476e-4
Saline Water,Nitrospinota,Bonafide,6.799019644411534e-4,1.7844785654649306e-4
Saline Water,Ca. Moranbacteria,CPR,0.00203274808794535,8.208802936061177e-4
Saline Water,Ca. Woesebacteria,CPR,0.0011807515448813233,2.467692822927055e-4
Saline Water,Ca. Roizmanbacteria,CPR,0.001450277269107824,3.597342164303178e-4
Saline Water,Ca. Falkowbacteria,CPR,0.0032912866096530546,0.001018344074939631
Saline Water,Ca. Eisenbacteria,CPR,0.0026651540294281278,9.922524886948394e-5
Saline Water,Ca. Marinimicrobia,CPR,0.0016465285016809064,4.011880968662439e-4
Saline Water,Ca. Uhrbacteria,CPR,0.001294564639176485,4.1730959559753807e-4
Saline Water,Ca. Nomurabacteria,CPR,0.001790392717561205,6.773704412448467e-4
Saline Water,Coprothermobacterota,Bonafide,9.6967612851106e-4,0
Saline Water,Ca. Kaiserbacteria,CPR,0.002666805117634675,7.531535857513665e-4
Saline Water,Fibrobacterota,Bonafide,8.9075686269457e-4,0
Saline Water,Ca. Magasanikbacteria,CPR,0.001964395372838215,5.241953502696514e-4
Saline Water,Ca. Peregrinibacteria,CPR,0.0015944092749278966,5.172411015271597e-4
Saline Water,Ca. division NC10,CPR,0.013872594513929318,0.0019691861961357317
Saline Water,Chlamydiota,Bonafide,9.807980231799325e-4,1.0149900905852024e-4
Saline Water,Atribacterota,Bonafide,0.05312449514254035,0.015556736012035045
Saline Water,Thermoproteota,Bonafide,3.0224766885155504e-4,1.1258050808004257e-4
Saline Water,Chlorobiota,Bonafide,9.715208752139599e-4,1.9630137319292723e-4
Saline Water,Ca. Cloacimonetes,CPR,0.0033941735899129,0
Saline Water,Armatimonadota,Bonafide,0.057797622133769905,0
Saline Water,Lentisphaerota,Bonafide,7.8797572398518e-4,2.0011012258431385e-4
Saline Water,Bdellovibrionota,Bonafide,0.02181685793033761,0.004585717730854962
Saline Water,Ca. Saccharibacteria,CPR,0.00114157511623492,0
Saline Water,Ca. Aminicenantes,CPR,0.006960646361072575,0
Saline Water,Thermomicrobiota,Bonafide,4.602796546641e-4,0
Saline Water,Deferribacterota,Bonafide,9.5423817536943e-4,0
Saline Water,Ignavibacteriota,Bonafide,7.867046596260066e-4,1.4346876231621306e-4
Saline Water,Ca. Omnitrophica,CPR,0.0019493961159256499,3.863780426633924e-4
Saline Water,Synergistota,Bonafide,4.28602819650785e-4,1.4882558830247162e-4
Saline Water,Elusimicrobiota,Bonafide,9.379822157697374e-4,5.074627951210155e-5
Saline Water,Mycoplasmatota,Bonafide,7.61938930810917e-4,1.1712586394993483e-4
Saline Water,Ca. Rokubacteria,CPR,0.00129782464913586,0
Saline Water,Gemmatimonadota,Bonafide,8.497713070023084e-4,1.6519157203495405e-5
Saline Water,Deinococcota,Bonafide,8.4295193697991e-4,0
Saline Water,Nitrososphaerota,Bonafide,7.9847430696289e-4,0
Saline Water,Nitrospirota,Bonafide,7.369010868752534e-4,7.030394582686654e-5
Saline Water,Thermotogota,Bonafide,4.2063230368816e-4,0
Saline Water,Fusobacteriota,Bonafide,6.7752441189938e-4,0
Saline Water,Spirochaetota,Bonafide,4.69557209719415e-4,1.5661781736878627e-4
Saline Water,Chloroflexota,Bonafide,9.551416590347066e-4,4.873719166829353e-5
Saline Water,Verrucomicrobiota,Bonafide,2.6713849027655334e-4,5.134697183872119e-5
Saline Water,Campylobacterota,Bonafide,0.0172553011567988,0.002728882405076571
Saline Water,Myxococcota,Bonafide,7.919625291916283e-4,4.073138748122016e-5
Saline Water,Acidobacteriota,Bonafide,0.13244177583134,0
Saline Water,Euryarchaeota,Bonafide,9.185920650836e-4,0
Saline Water,Planctomycetota,Bonafide,7.04879683909305e-4,0
Saline Water,Thermodesulfobacteriota,Bonafide,5.97563809244135e-4,8.223959385232285e-5
Saline Water,Cyanobacteriota,Bonafide,9.254136918341285e-4,1.0266751293453324e-4
Saline Water,Bacteroidota,Bonafide,0.02573730116339065,0.0016647933450457716
Saline Water,Bacillota,Bonafide,0.0260033957594114,0.005923044013734145
Saline Water,Actinomycetota,Bonafide,0.11123577866694367,0.01784275481355256
Saline Water,Pseudomonadota,Bonafide,5.11731233094275e-4,1.1656481196392336e-4
Sediment,Ca. Veblenbacteria,CPR,0.001528982255074585,0
Sediment,Ca. Huberarchaea,DPANN,0.00300591316124313,2.666144733102315e-4
Sediment,Ca. Korarchaeota,CPR,0.00202306875095171,0
Sediment,Ca. Brennerbacteria,CPR,0.005953193268020718,6.031724096251692e-4
Sediment,Ca. Aenigmarchaeota,DPANN,0.009016722629403458,4.6164976754382967e-4
Sediment,Ca. Odinarchaeota,CPR,0.002088799749252704,1.2032234105948997e-4
Sediment,Ca. Jacksonbacteria,CPR,0.0029623995429329778,0.00021755644217226141
Sediment,Ca. division CPR1,CPR,0.017108483249206455,0.0018965639897327272
Sediment,Ca. division CPR3,CPR,0.0149355385260409,0
Sediment,Ca. Microgenomates,CPR,0.002404694256284145,0
Sediment,Ca. division WOR-3,CPR,0.01312164852272382,0.0012094191519629672
Sediment,Ca. Abawacabacteria,CPR,0.010306948397046403,5.379269349580783e-4
Sediment,Ca. division CPR2,CPR,0.01534929602354155,0.0012991034665080612
Sediment,Nanoarchaeota,DPANN,8.895487673965775e-4,1.1251436211909022e-4
Sediment,Ca. Ratteibacteria,CPR,0.002010640360078163,1.8746913769888577e-4
Sediment,Ca. Gribaldobacteria,CPR,0.00334305451558181,0
Sediment,Ca. Wirthbacteria,CPR,0.0014017449601498116,6.557205912800985e-5
Sediment,Ca. Hydrogenedentes,CPR,0.002911585794075077,1.6010280693590912e-4
Sediment,Ca. Tagabacteria,CPR,0.0017112371164871867,1.4279508937933635e-4
Sediment,Ca. Niyogibacteria,CPR,0.0021597859672825015,1.7049525000404687e-4
Sediment,Ca. Blackburnbacteria,CPR,0.005631179096126955,8.342220213673475e-4
Sediment,Ca. Delongbacteria,CPR,0.00432587177718896,0
Sediment,Ca. Andersenbacteria,CPR,0.007272496506144697,6.163339991342505e-4
Sediment,Ca. Diapherotrites,DPANN,0.004084244526197265,0
Sediment,Ca. Spechtbacteria,CPR,0.0018082861365089067,1.2933439273881705e-4
Sediment,Ca. Fraserbacteria,CPR,0.0033876461090442365,2.0425894248290278e-4
Sediment,Ca. Colwellbacteria,CPR,0.004507648674262992,2.583928442031814e-4
Sediment,Ca. Fischerbacteria,CPR,0.0036732342461956525,2.211227402769755e-4
Sediment,Ca. Sumerlaeota,CPR,0.0016569110972275984,8.78996029922414e-5
Sediment,Ca. Terrybacteria,CPR,0.001638401013520475,7.940123025151408e-5
Sediment,Ca. Gracilibacteria,CPR,0.00334222474288681,0
Sediment,Ca. Blackallbacteria,CPR,0.0055413655930301176,8.52507677764178e-5
Sediment,Ca. Wallbacteria,CPR,0.0014983402391734284,1.0802893181234926e-4
Sediment,Ca. Wildermuthbacteria,CPR,0.00142082946718916,6.849656851146981e-5
Sediment,Ca. Kuenenbacteria,CPR,0.002699521536151682,2.5222594039809036e-4
Sediment,Ca. Amesbacteria,CPR,0.008111645735512884,2.0014886114798802e-4
Sediment,Ca. Lokiarchaeota,CPR,0.002489888995535946,2.5045404446093515e-4
Sediment,Ca. Vogelbacteria,CPR,0.00153862039705563,5.88953091732028e-5
Sediment,Ca. Bipolaricaulota,CPR,0.005876226960267444,6.138219463491261e-4
Sediment,Ca. Raymondbacteria,CPR,0.0019864713115991615,1.7435587200590862e-4
Sediment,Ca. Woykebacteria,CPR,0.0013029561919631325,6.462829983585069e-5
Sediment,Ca. Ryanbacteria,CPR,0.0018841995483817034,1.2912016192927558e-4
Sediment,Balneolota,Bonafide,0.026233977633353597,0.0026600927991466488
Sediment,Ca. Adlerbacteria,CPR,0.009689873410384763,0.001019387823485738
Sediment,Ca. Margulisbacteria,CPR,0.00206732160226208,0
Sediment,Ca. Azambacteria,CPR,0.0071395002568477115,4.6081517145388185e-4
Sediment,Ca. Campbellbacteria,CPR,0.004994060539541243,3.64968235619365e-4
Sediment,Ca. Firestonebacteria,CPR,0.0036708780495912597,1.5327755096259846e-4
Sediment,Ca. Heimdallarchaeota,CPR,0.0031031043947784,2.935543617045346e-4
Sediment,Ca. Beckwithbacteria,CPR,0.006441810352158118,2.9452505277781013e-4
Sediment,Ca. Dadabacteria,CPR,0.004384794584679875,2.2987268720528462e-4
Sediment,Ca. Harrisonbacteria,CPR,0.003050652059223188,1.623968257568825e-4
Sediment,Ca. Liptonbacteria,CPR,0.0024937343207941582,1.958676450804437e-4
Sediment,Ca. Jorgensenbacteria,CPR,0.0028003393831905568,2.0717633556995314e-4
Sediment,Ca. Collierbacteria,CPR,0.004559603185195995,0
Sediment,Ca. Kerfeldbacteria,CPR,0.0028508901576012216,2.7853795759357294e-4
Sediment,Chrysiogenota,Bonafide,0.0012330225157829973,9.95854834706741e-5
Sediment,Ca. Komeilibacteria,CPR,0.002802905535583082,2.908654642048779e-4
Sediment,Ca. Yonathbacteria,CPR,0.00130984689581387,0
Sediment,Ca. Riflebacteria,CPR,0.00193231031576067,1.699337626758934e-4
Sediment,Ca. Absconditabacteria,CPR,0.0107044456028264,0
Sediment,Ca. Sungbacteria,CPR,0.00169768749335573,1.1534726610427641e-4
Sediment,Ca. Portnoybacteria,CPR,0.002020878108374609,1.5562879025001063e-4
Sediment,Ca. Thorarchaeota,CPR,0.0015684685419361777,8.323189540660111e-5
Sediment,Ca. Giovannonibacteria,CPR,0.0033871417459949925,1.3355009352606221e-4
Sediment,Ca. Desantisbacteria,CPR,0.004146052664814363,2.464494581292864e-4
Sediment,Ca. Edwardsbacteria,CPR,0.003924049703529107,2.932515610230884e-4
Sediment,Ca. Lloydbacteria,CPR,0.00264962491095669,4.5780693891096795e-5
Sediment,Ca. Shapirobacteria,CPR,0.0018717768838023734,1.0544204173248338e-4
Sediment,Ca. Pacebacteria,CPR,0.00213553679613493,1.909770590613966e-4
Sediment,Ca. Lindowbacteria,CPR,0.0023973021546474884,1.477921481460675e-4
Sediment,Ca. Curtissbacteria,CPR,0.004393487463528872,2.777801832252688e-4
Sediment,Ca. Wolfebacteria,CPR,0.0013271971528849209,7.471239425901171e-5
